front_rim_distance,sensor_height,diameter,ddr,dp,cr,negative_points
10.0,1.5,5.0,0.05,1.0,0.3684075658561133,10.4
10.0,1.5,5.0,0.060000000000000005,1.0,0.4203273835721834,13.0
10.0,1.5,5.0,0.07,1.0,0.472594613033797,15.3
10.0,1.5,5.0,0.08000000000000002,1.0,0.5181444845013454,21.9
10.0,1.5,5.0,0.09000000000000001,1.0,0.5527260542043071,24.0
10.0,1.5,5.0,0.1,1.0,0.5869864722409235,25.7
10.0,1.5,5.0,0.11000000000000001,1.0,0.6156095954037663,28.1
10.0,1.5,5.0,0.12000000000000001,1.0,0.6397939660839832,29.5
10.0,1.5,5.0,0.13,1.0,0.6608107315777809,30.0
10.0,1.5,5.0,0.14,1.0,0.6819640931330572,30.0
10.0,1.5,5.0,0.15000000000000002,1.0,0.6695123708853501,30.2
10.0,1.5,5.0,0.16000000000000003,1.0,0.6419311227248163,30.5
10.0,1.5,5.0,0.17000000000000004,1.0,0.5770975450323989,31.9
10.0,1.5,5.0,0.18000000000000005,1.0,0.5805061211787158,31.9
10.0,1.5,5.0,0.19,1.0,0.5860986433390416,32.0
10.0,1.5,5.0,0.2,1.0,0.5762708899565702,32.0
10.0,1.5,5.0,0.21000000000000002,1.0,0.6036807214603701,32.0
10.0,1.5,5.0,0.22000000000000003,1.0,0.612976463294057,32.0
10.0,1.5,5.0,0.23000000000000004,1.0,0.6151610547824748,32.0
10.0,1.5,5.0,0.24000000000000005,1.0,0.6358853617013859,32.0
10.0,1.5,5.0,0.25000000000000006,1.0,0.6559090750649609,32.0
10.0,1.5,5.0,0.26000000000000006,1.0,0.6583425929778259,32.2
10.0,1.5,5.0,0.27,1.0,0.6786577536744082,32.0
10.0,1.5,5.0,0.28,1.0,0.6844011678398595,32.6
10.0,1.5,5.0,0.29000000000000004,1.0,0.6906906483299821,32.6
10.0,1.5,5.0,0.30000000000000004,1.0,0.7032274009052775,32.5
10.0,1.5,5.0,0.31000000000000005,1.0,0.7236302150064498,32.8
10.0,1.5,5.0,0.32000000000000006,1.0,0.732915762381798,33.5
10.0,1.5,5.0,0.33,1.0,0.7467545599456682,33.9
10.0,1.5,5.0,0.34,1.0,0.7554238259416715,34.0
10.0,1.5,5.0,0.35000000000000003,1.0,0.7576902083696411,33.8
10.0,1.5,5.0,0.36000000000000004,1.0,0.7651316305964064,34.0
10.0,1.5,5.0,0.37000000000000005,1.0,0.7724778671781772,34.0
10.0,1.5,5.0,0.38000000000000006,1.0,0.7796168020426149,34.0
10.0,1.5,5.0,0.39000000000000007,1.0,0.7807152296619215,34.0
10.0,1.5,5.0,0.4000000000000001,1.0,0.7938907098738699,34.0
10.0,1.5,5.0,0.4100000000000001,1.0,0.7975073784592162,34.0
10.0,1.5,5.0,0.42000000000000004,1.0,0.8045500927160774,34.0
10.0,1.5,5.0,0.43000000000000005,1.0,0.8056579919298688,34.0
10.0,1.5,5.0,0.44000000000000006,1.0,0.8065534043341115,34.0
10.0,1.5,5.0,0.45000000000000007,1.0,0.8074921456584743,34.0
10.0,1.5,5.0,0.4600000000000001,1.0,0.8187095349554756,34.0
10.0,1.5,5.0,0.4700000000000001,1.0,0.8243218455463891,34.0
10.0,1.5,5.0,0.4800000000000001,1.0,0.8231238943301152,34.0
10.0,1.5,5.0,0.49000000000000005,1.0,0.831347664196166,34.0
10.0,1.5,5.0,0.5000000000000001,1.0,0.8320767339617984,34.0
10.0,1.5,8.0,0.05,1.0,0.4779426974685168,56.8
10.0,1.5,8.0,0.060000000000000005,1.0,0.528515307516735,63.0
10.0,1.5,8.0,0.07,1.0,0.5726140794195196,66.2
10.0,1.5,8.0,0.08000000000000002,1.0,0.5708107756446353,67.0
10.0,1.5,8.0,0.09000000000000001,1.0,0.6425686415339531,69.8
10.0,1.5,8.0,0.1,1.0,0.6542495288207191,71.0
10.0,1.5,8.0,0.11000000000000001,1.0,0.6554605448607,71.0
10.0,1.5,8.0,0.12000000000000001,1.0,0.6655602175948276,71.0
10.0,1.5,8.0,0.13,1.0,0.6797754270248434,71.1
10.0,1.5,8.0,0.14,1.0,0.7032252908117453,72.7
10.0,1.5,8.0,0.15000000000000002,1.0,0.7306471569772475,74.8
10.0,1.5,8.0,0.16000000000000003,1.0,0.7242578209084132,75.0
10.0,1.5,8.0,0.17000000000000004,1.0,0.7259621882965209,75.0
10.0,1.5,8.0,0.18000000000000005,1.0,0.7648694785407055,75.0
10.0,1.5,8.0,0.19,1.0,0.7757998204972953,75.0
10.0,1.5,8.0,0.2,1.0,0.7805724741820054,75.0
